Cabeçalho da Nota,,,,,,,,,,,,,,
Emissão:16/04/2026 08:37:29,Total de registros:207,Usuário: 1004 - PEDRO.NUNES,,,,,,,,,,,,
Liberação,Nome Parceiro (Parceiro),Pendente,Nro. Único,Nro. Nota,Nome Fantasia (Empresa),Vlr. Nota,Dt. Neg.,Previsão de entrega,Observação,Observação,NF-e,Tipo Operação,Dt. do Faturamento,Descrição (Tipo de Operação)
Aprovado,MAGIKO TECHNOLOGY LIMITED,Sim,22753222,2115,J.M EMBALAGENS E BRINDES LTDA,"175,00",07/01/2026,17/04/2026 00:00,"INVOICE Number: DMG-L25-154
Pagamento antecipado

MAGIKO TECHNOLOGY LIMITED

Tel. : +86-20-62283194 
Fax: +86-20-62283131

Nome do Banco:STANDARD CHARTERED BANK (CHINA) LIMITED SHANGHAI BRANCH

Endereço do Banco:  22F STANDARD CHARTERED TOWER, 201 CENTURY AVENUE, PUDONG, SHANGHAI 200120, CHINA

Numero da Conta: NRA000000501511393175

SWIFT Code: SCBLCNSXSHA",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2005,07/01/2026 09:05,PEDIDO COMPRA MP IMPORTADA
Aprovado,"GUANGZHOU NEWLIFE MAGNETICS CO., LTD.",Sim,22753026,2113,J.M EMBALAGENS E BRINDES LTDA,"105,90",07/01/2026,17/04/2026 00:00,"INVOICE Number: JEEL-25001N
Pagamento antecipado

The Sellers: GUANGZHOU NEWLIFE MAGNETICS CO., LTD.

Tel. : +86-20-62283194 
Fax: +86-20-62283131

Nome do Banco: BANK OF CHINA WUSHAN OFFICE,TIAN HE SUBBR GUANGDONG BRANCH

Endereço do Banco: WU SHAN YUE ZHOU ROAD 33,TIAN HE DISTRICT,GUANGZHOU,CHINA

Numero da Conta: 649668537981

SWIFT Code: BKCHCNBJ400",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2005,07/01/2026 08:54,PEDIDO COMPRA MP IMPORTADA
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,22720587,2084,J.M EMBALAGENS E BRINDES LTDA,"3.342,85",30/12/2025,30/12/2025 00:00,ARMAZENAGEM IMPORTAÇÃO DESPESA ADUANEIRA OC 1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,30/12/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,22718661,2080,J.M EMBALAGENS E BRINDES LTDA,"2.122,66",30/12/2025,30/12/2025 00:00,ARMAZENAGEM IMPORTAÇÃO DESPESA ADUANEIRA OC 1175,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,30/12/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,22718706,2078,J.M EMBALAGENS E BRINDES LTDA,"980,51",30/12/2025,30/12/2025 00:00,ARMAZEANGEM BETIM OC 1518,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,30/12/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,NILS TROEDSSON PAPER CO,Não,22710457,2073,J.M EMBALAGENS E BRINDES LTDA,"103.960,32",29/12/2025,29/12/2025 09:38,SEGUNDA PARTE REF OC 1334 NF 77,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2005,29/12/2025 09:38,PEDIDO COMPRA MP IMPORTADA
Aprovado,BRETAS BROKER,Não,22696521,35758,ZAP GRAFICA ONLINE LTDA,"1.518,00",23/12/2025,23/12/2025 10:08,"PRESTACAO DE SERVIÇO IMPORTACAO 
JZBR2500307",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,23/12/2025 10:08,PEDIDO COMPRA SERVICO
Aprovado,N. MINAS TRANSPORTES E LOCACOES LTDA,Não,22694216,2064,J.M EMBALAGENS E BRINDES LTDA,"1.431,40",23/12/2025,23/12/2025 08:31,FRETE RODOVIARIO  VEICULO 1 OC 1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,23/12/2025 08:31,PEDIDO COMPRA SERVICO
Aprovado,N. MINAS TRANSPORTES E LOCACOES LTDA,Não,22694570,2063,J.M EMBALAGENS E BRINDES LTDA,"1.431,40",23/12/2025,23/12/2025 08:31,FRETE RODOVIARIO  VEICULO 2 OC 1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,23/12/2025 08:54,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22696622,35756,ZAP GRAFICA ONLINE LTDA,"555,97",23/12/2025,23/12/2025 10:14,SEGURO INTERNACIONAL AKAD JZBR2500307,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,23/12/2025 10:14,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22696601,35757,ZAP GRAFICA ONLINE LTDA,"27,00",23/12/2025,23/12/2025 10:13,CURRIER DESPESA ADUANEIRA JZBR2500307,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,23/12/2025 10:13,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,22667188,2066,J.M EMBALAGENS E BRINDES LTDA,"4.100,36",22/12/2025,22/12/2025 09:59,ARMAZEANGEM BETIM OC1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/12/2025 09:59,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Não,22669383,2052,J.M EMBALAGENS E BRINDES LTDA,"1.118,51",22/12/2025,22/12/2025 10:54,FRETE + SEGURO OC 1187 VNC2025081206,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/12/2025 11:06,PEDIDO COMPRA SERVICO
Aprovado,NILS TROEDSSON PAPER CO,Não,22631199,2035,J.M EMBALAGENS E BRINDES LTDA,"206.861,54",19/12/2025,18/03/2026 00:00,:,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2005,19/12/2025 11:05,PEDIDO COMPRA MP IMPORTADA
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,22631930,2043,J.M EMBALAGENS E BRINDES LTDA,"547,27",19/12/2025,19/12/2025 10:38,ARMAZENAGEM OC 663,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,19/12/2025 10:38,PEDIDO COMPRA SERVICO
Aprovado,NILS TROEDSSON PAPER CO,Não,22593165,2020,J.M EMBALAGENS E BRINDES LTDA,"101.890,92",16/12/2025,16/12/2025 13:39,"SEGUNDA PARTE REFERENTE A ORIGINARIA OC 1395, SEGUNDO A SEGUNDA NFe FISCAL. AJUSTADO PARA REAIS",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2005,16/12/2025 13:39,PEDIDO COMPRA MP IMPORTADA
Aprovado,BRETAS BROKER,Não,22592965,35665,ZAP GRAFICA ONLINE LTDA,"3.249,72",16/12/2025,16/12/2025 13:11,SEGURO INTERNACIONAL AKAD JZBR2500300,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,16/12/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22592939,35667,ZAP GRAFICA ONLINE LTDA,"3.036,00",16/12/2025,16/12/2025 12:51,"PRESTACAO DE SERVIÇO IMPORTACAO 
JZBR2500300",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,16/12/2025 12:51,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22593103,35664,ZAP GRAFICA ONLINE LTDA,"43,90",16/12/2025,16/12/2025 00:00,DESPESAS CORREIOS JZBR2500300,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,16/12/2025 13:18,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22593079,35666,ZAP GRAFICA ONLINE LTDA,"27,00",16/12/2025,16/12/2025 13:15,CURRIER DESPESA ADUANEIRA JZBR2500300,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,16/12/2025 13:15,PEDIDO COMPRA SERVICO
Aprovado,CAMARA CHINESA DE COMERCIO DO BRASIL - CCB,Não,22540929,35563,ZAP GRAFICA ONLINE LTDA,"1.336,88",11/12/2025,11/12/2025 08:31,"Dados bancários CCCB:

CÂMARA CHINESA DE COMÉRCIO DO BRASIL

Banco: Bradesco

Agência: 2943-2

C/C: 0006157-3

CNPJ / Pix.: 16.886.781/0001-01",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,11/12/2025 08:30,PEDIDO COMPRA SERVICO
Aprovado,E G A ASSESSORIA EM COMERCIO EXTERIOR LTDA,Não,22546175,1993,J.M EMBALAGENS E BRINDES LTDA,"1.174,40",11/12/2025,11/12/2025 13:33,ARMAZENAGEM BETIM OC 1187,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,11/12/2025 13:33,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22545611,35584,ZAP GRAFICA ONLINE LTDA,"176,81",11/12/2025,11/12/2025 13:19,SERVIÇO DE DESPACHANTE ADUANEIRO - OC 32804 e 32806,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,11/12/2025 13:19,PEDIDO COMPRA SERVICO
Aprovado,AZ LOGISTICA E NEGOCIOS INTERNACIONAIS LTDA,Não,22525814,1983,J.M EMBALAGENS E BRINDES LTDA,"14.595,29",10/12/2025,10/12/2025 09:13,DTA SANTOS X BETIM OC 1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,10/12/2025 09:30,PEDIDO COMPRA SERVICO
Aprovado,AZ LOGISTICA E NEGOCIOS INTERNACIONAIS LTDA,Não,22525532,1984,J.M EMBALAGENS E BRINDES LTDA,"14.583,78",10/12/2025,10/12/2025 09:13,DTA SANTOS X BETIM OC 1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,10/12/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,E G A ASSESSORIA EM COMERCIO EXTERIOR LTDA,Não,22394726,35330,ZAP GRAFICA ONLINE LTDA,"2.355,91",28/11/2025,28/11/2025 13:26,ARMAZENAGEM BETIM OC 32806 E 32804,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,28/11/2025 13:26,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22394680,35329,ZAP GRAFICA ONLINE LTDA,"1.518,00",28/11/2025,28/11/2025 10:29,SERVIÇO DE DESPACHANTE ADUANEIRO - OC 32804 e 32806,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,28/11/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22389564,35331,ZAP GRAFICA ONLINE LTDA,"208,80",28/11/2025,28/11/2025 00:00,SEGURO INTERNACIONAL PROCESSO OC 32804 E 32806,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,28/11/2025 09:14,PEDIDO COMPRA SERVICO
Aprovado,SANTOS BRASIL PARTICIPACOES S.A.,Não,22378571,1908,J.M EMBALAGENS E BRINDES LTDA,"2.161,25",27/11/2025,27/11/2025 00:00,NF ANEXADA - ARMAZENAGEM IMPORTAÇÃO,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,27/11/2025 12:39,PEDIDO COMPRA SERVICO
Aprovado,AZ LOGISTICA E NEGOCIOS INTERNACIONAIS LTDA,Não,22361841,1888,J.M EMBALAGENS E BRINDES LTDA,"13.192,24",26/11/2025,26/11/2025 11:52,DTA SANTOS X BETIM X SANTOS OC 1175,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/11/2025 11:52,PEDIDO COMPRA SERVICO
Aprovado,AZ LOGISTICA E NEGOCIOS INTERNACIONAIS LTDA,Não,22361978,1887,J.M EMBALAGENS E BRINDES LTDA,"13.132,15",26/11/2025,26/11/2025 11:59,DTA SANTOS X BETIM X SANTOS OC 1175,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/11/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Não,22360857,1884,J.M EMBALAGENS E BRINDES LTDA,"10.574,55",26/11/2025,26/11/2025 11:12,FRETE REFERENTE DTA SANTOS X BETIM,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/11/2025 11:12,PEDIDO COMPRA SERVICO
Aprovado,HARDTECH - SUPPORT INFORMATICA LTDA - EPP,Não,22357978,1881,J.M EMBALAGENS E BRINDES LTDA,"5.390,00",26/11/2025,26/11/2025 08:17,"DADOS DE PAGAMENTO:

HARDTECH INFORMÁTICA   

Dados bancários:
•	Banco Itaú
•	Agência 4319
•	C/C 12596-1
•	Hardtech Support Informática Ltda
•	PIX: CNPJ: 02.128.153/0001-44

Av. Transbrasiliana, 812, Qd. 13, Lt. 08, St. Serrinha – Goiânia – GO 
CEP 74.835-190

*https://goo.gl/maps/mK6upoRm4fN1V5PU9**HARDTECH INFORMÁTICA*",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5105,26/11/2025 08:17,PEDIDO COMPRA USO CONSUMO PRODUÇAO J.M
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Não,22360789,1885,J.M EMBALAGENS E BRINDES LTDA,"4.545,45",26/11/2025,26/11/2025 11:03,FRETE REFERENTE SANTOS X BETIM,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/11/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Não,22361636,1889,J.M EMBALAGENS E BRINDES LTDA,"4.000,00",26/11/2025,26/11/2025 11:12,ARMAZENAGEM NFEs ANEXADA PEDRO LEOPOLDO REFERENTE DTA,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/11/2025 11:45,PEDIDO COMPRA SERVICO
Aprovado,"SHENZHEN PURCELL HAINA TECHNOLOGY CO., LTD",Não,22358597,1886,J.M EMBALAGENS E BRINDES LTDA,"191,00",26/11/2025,26/11/2025 11:02,PEDIDO DE REPOSIÇÃO DE PEÇA PARA MAQUINA DE PLOTTER DE RECORTE,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5105,26/11/2025 09:20,PEDIDO COMPRA USO CONSUMO PRODUÇAO J.M
Aprovado,BRETAS BROKER,Não,22329367,35230,ZAP GRAFICA ONLINE LTDA,"1.518,00",24/11/2025,24/11/2025 12:59,SERVIÇO DE DESPACHANTE ADUANEIRO DI 25BR00001989741 OC 60,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,24/11/2025 12:59,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22329292,35231,ZAP GRAFICA ONLINE LTDA,"631,87",24/11/2025,24/11/2025 12:55,"SEGURO INTERNACIONAL PROCESSO
DI 25BR0000198974",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,24/11/2025 12:55,PEDIDO COMPRA SERVICO
Aprovado,CENTRAL SULAMERICANA DO INOX,Não,22324901,35210,ZAP GRAFICA ONLINE LTDA,"242,71",24/11/2025,24/11/2025 00:00,"DADOS PARA PAGAMENTO 
MODADLIDADE: PIX
CHAVE PIX: 12.596.504/0001-03",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2000,24/11/2025 09:22,PEDIDO COMPRA MP
Aprovado,BRETAS BROKER,Não,22329139,35229,ZAP GRAFICA ONLINE LTDA,"33,00",24/11/2025,24/11/2025 12:49,CURRIER DESPESA ADUANEIRA DUIMP 25BR0000198974-1,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,24/11/2025 12:49,PEDIDO COMPRA SERVICO
Aprovado,HARDTECH - SUPPORT INFORMATICA LTDA - EPP,Não,22252621,1840,J.M EMBALAGENS E BRINDES LTDA,"1.800,00",17/11/2025,17/11/2025 00:00,"DADOS DE PAGAMENTO:

HARDTECH INFORMÁTICA   

Dados bancários:
•	Banco Itaú
•	Agência 4319
•	C/C 12596-1
•	Hardtech Support Informática Ltda
•	PIX: CNPJ: 02.128.153/0001-44

Av. Transbrasiliana, 812, Qd. 13, Lt. 08, St. Serrinha – Goiânia – GO 
CEP 74.835-190

*https://goo.gl/maps/mK6upoRm4fN1V5PU9**HARDTECH INFORMÁTICA*",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5105,17/11/2025 11:03,PEDIDO COMPRA USO CONSUMO PRODUÇAO J.M
Sem pendência,FABRICA DO M D F LTDA,Não,22233492,6030,J.M EMBALAGENS E BRINDES LTDA,"357,54",14/11/2025,14/11/2025 11:06,"PEDIDO MINIMO DE AMOSTRAS PARA TESTE PRODUTIVO 


DADOS PARA PAGAMENTO

PIX
Formas de pagamento

¿ PIX
Chave: CNPJ 38.119.511/0001-08
Banco: Santander
Favorecido: Fábrica do MDF",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2001,14/11/2025 11:06,PEDIDO COMPRA CONSUMO
Aprovado,MULTFLUXO,Não,22182926,6020,J.M EMBALAGENS E BRINDES LTDA,"15,00",11/11/2025,11/11/2025 11:11,"ALUGUEL DE GRADE PARA TIRAR MOLDE

PAGAMENTO PIX
Chave (copia e cola):

00020101021226980014BR.GOV.BCB.PIX2576spi-qrcode.bancointer.com.br/spi/pj/v2/co
bv/77c73273ac524411b95940a5bffb86d6520400005303986540515.005802BR5901*6
013Belo_Horizont61083053207062070503***63047BA1",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,11/11/2025 00:00,PEDIDO COMPRA SERVICO
Sem pendência,OFICINA SPORTS CONFECCOES LTDA,Não,22164102,6001,J.M EMBALAGENS E BRINDES LTDA,"920,92",10/11/2025,10/11/2025 08:29,"PEDIDO MINIMO DE CAMISAS PARA TIRAR O MOLDE 


DADOS PARA PAGAMENTO

PIX
CNPJ: 34790802000164
OFICINA DO ABADÁ CONFECÇÕES EIRELI

OFICINA SPORTS",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2001,10/11/2025 08:29,PEDIDO COMPRA CONSUMO
Aprovado,ASIA IMPORT COMERCIO DE BRINDES LTDA,Não,22137616,6004,J.M EMBALAGENS E BRINDES LTDA,"431,53",07/11/2025,07/11/2025 11:10,"COMPRA PARA TESTE DE PRODUTO

DADOS PARA PAGAMENTO
ITAÚ UNIBANCO - 341
AG.: 0154
C/C: 39494-4
ASIA IMPORT COM. DE BRINDES LTDA.
PIX: CNPJ: 01.048.463/0001-96",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2000,07/11/2025 00:00,PEDIDO COMPRA MP
Aprovado,HARDTECH - SUPPORT INFORMATICA LTDA - EPP,Não,22028992,1761,J.M EMBALAGENS E BRINDES LTDA,"7.180,00",03/11/2025,03/11/2025 09:20,"DADOS DE PAGAMENTO:

HARDTECH INFORMÁTICA   

Dados bancários:
•	Banco Itaú
•	Agência 4319
•	C/C 12596-1
•	Hardtech Support Informática Ltda
•	PIX: CNPJ: 02.128.153/0001-44

Av. Transbrasiliana, 812, Qd. 13, Lt. 08, St. Serrinha – Goiânia – GO 
CEP 74.835-190

*https://goo.gl/maps/mK6upoRm4fN1V5PU9**HARDTECH INFORMÁTICA*",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5105,03/11/2025 09:20,PEDIDO COMPRA USO CONSUMO PRODUÇAO J.M
Aprovado,MANTAS E FIBRAS SAO JORGE LTDA,Não,22029782,5957,J.M EMBALAGENS E BRINDES LTDA,"1.820,00",03/11/2025,03/11/2025 10:01,REPOSIÇÃO ESTOQUE,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2000,03/11/2025 10:01,PEDIDO COMPRA MP
Aprovado,FEDERAL EXPRESS CORPORATION,Não,21999781,1756,J.M EMBALAGENS E BRINDES LTDA,"5.587,13",31/10/2025,31/10/2025 11:41,FRETE INTERNACIONAL + IMPORTAÇÃO + ICMS + DESEMBARAÇO ALFANDEGARIO + INFRAERO + SERASA OC 1629,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,31/10/2025 11:41,PEDIDO COMPRA SERVICO
Aprovado,MODISTA TEXTIL LTDA,Não,22000856,5954,J.M EMBALAGENS E BRINDES LTDA,"478,20",31/10/2025,21/11/2025 00:00,MATERIAL PARA PILOTAGEM EDER,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2000,31/10/2025 00:00,PEDIDO COMPRA MP
Aprovado,AMA TRANSPORTES LTDA,Não,21982013,1745,J.M EMBALAGENS E BRINDES LTDA,"2.624,71",30/10/2025,30/10/2025 09:10,REMOÇAO DTA 04963453 2025 DONGGUAN HENGBO BINDING,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,30/10/2025 09:09,PEDIDO COMPRA SERVICO
Aprovado,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A,Não,21867443,1661,J.M EMBALAGENS E BRINDES LTDA,"2.624,71",21/10/2025,21/10/2025 08:38,ARMAZENAGEM EM SANTOS,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,21/10/2025 08:38,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,21871327,1662,J.M EMBALAGENS E BRINDES LTDA,"2.415,53",21/10/2025,21/10/2025 12:07,ARMAZENAGEM IMPORTAÇÃO DESPESA ADUANEIRA OC 981,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,21/10/2025 12:07,PEDIDO COMPRA SERVICO
Aprovado,SANTOS BRASIL PARTICIPACOES S.A.,Não,21871714,1663,J.M EMBALAGENS E BRINDES LTDA,"2.323,14",21/10/2025,21/10/2025 12:04,ARMAZENAGEM IMPORTAÇÃO DESPESA,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,21/10/2025 12:42,PEDIDO COMPRA SERVICO
Aprovado,ZHONGSHAN WISEPRINT TECHNOLOGYCO LTD,Não,21787407,1629,J.M EMBALAGENS E BRINDES LTDA,"1.196,88",14/10/2025,28/11/2025 10:41,,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2005,14/10/2025 10:41,PEDIDO COMPRA MP IMPORTADA
Aprovado,HARDTECH - SUPPORT INFORMATICA LTDA - EPP,Não,21768048,1606,J.M EMBALAGENS E BRINDES LTDA,"19.568,00",13/10/2025,31/10/2025 11:02,"DADOS DE PAGAMENTO:

HARDTECH INFORMÁTICA   

Dados bancários:
•	Banco Itaú
•	Agência 4319
•	C/C 12596-1
•	Hardtech Support Informática Ltda
•	PIX: CNPJ: 02.128.153/0001-44

Av. Transbrasiliana, 812, Qd. 13, Lt. 08, St. Serrinha – Goiânia – GO 
CEP 74.835-190

*https://goo.gl/maps/mK6upoRm4fN1V5PU9**HARDTECH INFORMÁTICA*",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5105,13/10/2025 08:12,PEDIDO COMPRA USO CONSUMO PRODUÇAO J.M
Aprovado,HARDTECH - SUPPORT INFORMATICA LTDA - EPP,Não,21769838,1608,J.M EMBALAGENS E BRINDES LTDA,"5.390,00",13/10/2025,31/10/2025 11:02,"DADOS DE PAGAMENTO:

HARDTECH INFORMÁTICA   

Dados bancários:
•	Banco Itaú
•	Agência 4319
•	C/C 12596-1
•	Hardtech Support Informática Ltda
•	PIX: CNPJ: 02.128.153/0001-44

Av. Transbrasiliana, 812, Qd. 13, Lt. 08, St. Serrinha – Goiânia – GO 
CEP 74.835-190

*https://goo.gl/maps/mK6upoRm4fN1V5PU9**HARDTECH INFORMÁTICA*",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5105,13/10/2025 00:00,PEDIDO COMPRA USO CONSUMO PRODUÇAO J.M
Aprovado,SHOPPING TEXTIL,Não,21769272,5860,J.M EMBALAGENS E BRINDES LTDA,"2.069,62",13/10/2025,13/10/2025 09:37,"Titular: Shopping Têxtil LTDA
CNPJ: 15.478.694/0001-44
Banco: 756 – Sicoob
Agência: 3069-0
Conta Corrente: 105.640-9
PIX: 15478694000144",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2000,13/10/2025 09:37,PEDIDO COMPRA MP
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,21730083,1587,J.M EMBALAGENS E BRINDES LTDA,"1.794,46",09/10/2025,09/10/2025 08:13,ARMAZENAGEM IMPORTAÇÃO DESPESA ADUANEIRA OC 663,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,09/10/2025 00:00,PEDIDO COMPRA SERVICO
Aprovado,"UNIFAN GROUP CO., LIMITED",Não,21675942,1557,J.M EMBALAGENS E BRINDES LTDA,"205.667,07",06/10/2025,15/01/2026 10:16,PARTE DO MATERIAL DE COMUNICAÇÃO VISUAL,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5103,06/10/2025 10:16,PEDIDO ENTRADA MP IMPORTACAO J.M
Aprovado,AZ LOGISTICA E NEGOCIOS INTERNACIONAIS LTDA,Não,21674384,1556,J.M EMBALAGENS E BRINDES LTDA,"12.972,46",06/10/2025,06/10/2025 08:46,FRETE RODOVIARIO DTA SANTOS X BETIM X SANTOS OC 663,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,06/10/2025 08:46,PEDIDO COMPRA SERVICO
Aprovado,PLASTICOS & COMPANY LTDA,Não,21681077,5846,J.M EMBALAGENS E BRINDES LTDA,"260,00",06/10/2025,06/10/2025 13:48,,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2000,07/10/2025 14:24,PEDIDO COMPRA MP
Aprovado,PLASTICOS & COMPANY LTDA,Não,21680496,5847,J.M EMBALAGENS E BRINDES LTDA,"41,97",06/10/2025,06/10/2025 13:48,REPOSIÇÃO ESTOQUE,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2000,06/10/2025 13:48,PEDIDO COMPRA MP
Aprovado,BRETAS BROKER,Não,21629389,1543,J.M EMBALAGENS E BRINDES LTDA,"33,00",03/10/2025,03/10/2025 14:36,ENVIO DOCUMENTACAO MOTOBOY PROCESSO DE IMPORTACAO OC 981,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,03/10/2025 14:36,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,21629236,1541,J.M EMBALAGENS E BRINDES LTDA,"1.518,00",02/10/2025,02/10/2025 09:28,SERVIÇO DE DESPACHANTE ADUANEIRO - OC 981,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/10/2025 09:28,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,21629322,1542,J.M EMBALAGENS E BRINDES LTDA,"582,29",02/10/2025,02/10/2025 09:35,SEGURO INTERNACIONAL PROCESSO OC 981,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/10/2025 09:35,PEDIDO COMPRA SERVICO
Aprovado,BOFENG GROUP HOLDINGS HK LIMITED,Não,21613820,1518,J.M EMBALAGENS E BRINDES LTDA,"124.604,78",01/10/2025,30/01/2026 00:00,,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2005,01/10/2025 09:12,PEDIDO COMPRA MP IMPORTADA
Aprovado,"SHENZHEN PURCELL HAINA TECHNOLOGY CO., LTD",Sim,21598374,1513,J.M EMBALAGENS E BRINDES LTDA,"4.800,00",30/09/2025,20/04/2026 00:00,"Conforme diretriz da contabilidade, duas OC para uma PI pelo motivo de ter artigo imobilizado e consumo juntos.",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2004,30/09/2025 14:53,PEDIDO COMPRA IMOBILIZADO
Aprovado,BRETAS BROKER,Não,21597801,1505,J.M EMBALAGENS E BRINDES LTDA,"466,51",30/09/2025,30/09/2025 09:01,DESCONSOLIDACAO OC 836,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,30/09/2025 09:01,PEDIDO COMPRA SERVICO
